periodo;plazo_desde;plazo_hasta;cf
20240830;37;48;0.5010
20240830;49;60;0.5041
20240830;61;72;0.5084
20240830;73;84;0.5140
20240830;85;96;0.5194
20240830;109;120;0.5314
20240830;133;144;0.5429
20240830;169;180;0.5585
20240902;1;12;0.4988
20240902;13;24;0.5096
20240902;25;36;0.4991
20240902;37;48;0.5018
20240902;49;60;0.5047
20240902;61;72;0.5092
20240902;73;84;0.5153
20240902;85;96;0.5210
20240902;109;120;0.5335
20240902;133;144;0.5452
20240902;169;180;0.5604
20240903;1;12;0.4966
20240903;13;24;0.5103
20240903;25;36;0.5002
20240903;37;48;0.5032
20240903;49;60;0.5066
20240903;61;72;0.5107
20240903;73;84;0.5153
20240903;85;96;0.5195
20240903;109;120;0.5306
20240903;133;144;0.5427
20240903;169;180;0.5588
20240904;1;12;0.4962
20240904;13;24;0.5076
20240904;25;36;0.4960
20240904;37;48;0.4998
20240904;49;60;0.5037
20240904;61;72;0.5081
20240904;73;84;0.5130
20240904;85;96;0.5178
20240904;109;120;0.5298
20240904;133;144;0.5423
20240904;169;180;0.5586
20240905;1;12;0.4835
20240905;13;24;0.4909
20240905;25;36;0.4800
20240905;37;48;0.4842
20240905;49;60;0.4888
20240905;61;72;0.4938
20240905;73;84;0.4993
20240905;85;96;0.5048
20240905;109;120;0.5184
20240905;133;144;0.5315
20240905;169;180;0.5477
20240906;1;12;0.4814
20240906;13;24;0.4909
20240906;25;36;0.4826
20240906;37;48;0.4866
20240906;49;60;0.4903
20240906;61;72;0.4950
20240906;73;84;0.5001
20240906;85;96;0.5053
20240906;109;120;0.5189
20240906;133;144;0.5319
20240906;169;180;0.5476
20240909;1;12;0.4840
20240909;13;24;0.4928
20240909;25;36;0.4822
20240909;37;48;0.4863
20240909;49;60;0.4895
20240909;61;72;0.4937
20240909;73;84;0.4986
20240909;85;96;0.5036
20240909;109;120;0.5161
20240909;133;144;0.5284
20240909;169;180;0.5456
20240910;1;12;0.4754
20240910;13;24;0.4864
20240910;25;36;0.4736
20240910;37;48;0.4749
20240910;49;60;0.4766
20240910;61;72;0.4797
20240910;73;84;0.4838
20240910;85;96;0.4886
20240910;109;120;0.5008
20240910;133;144;0.5135
20240910;169;180;0.5301
20240911;1;12;0.4744
20240911;13;24;0.4855
20240911;25;36;0.4741
20240911;37;48;0.4767
20240911;49;60;0.4794
20240911;61;72;0.4828
20240911;73;84;0.4866
20240911;85;96;0.4911
20240911;109;120;0.5025
20240911;133;144;0.5146
20240911;169;180;0.5306
20240912;1;12;0.4719
20240912;13;24;0.4814
20240912;25;36;0.4713
20240912;37;48;0.4734
20240912;49;60;0.4759
20240912;61;72;0.4795
20240912;73;84;0.4834
20240912;85;96;0.4879
20240912;109;120;0.4994
20240912;133;144;0.5116
20240912;169;180;0.5281
20240913;1;12;0.4754
20240913;13;24;0.4875
20240913;25;36;0.4755
20240913;37;48;0.4769
20240913;49;60;0.4790
20240913;61;72;0.4818
20240913;73;84;0.4857
20240913;85;96;0.4902
20240913;109;120;0.5013
20240913;133;144;0.5128
20240913;169;180;0.5285
20240916;1;12;0.4750
20240916;13;24;0.4849
20240916;25;36;0.4722
20240916;37;48;0.4733
20240916;49;60;0.4749
20240916;61;72;0.4773
20240916;73;84;0.4809
20240916;85;96;0.4851
20240916;109;120;0.4960
20240916;133;144;0.5075
20240916;169;180;0.5234
20240917;1;12;0.4747
20240917;13;24;0.4827
20240917;25;36;0.4687
20240917;37;48;0.4692
20240917;49;60;0.4706
20240917;61;72;0.4731
20240917;73;84;0.4767
20240917;85;96;0.4809
20240917;109;120;0.4916
20240917;133;144;0.5029
20240917;169;180;0.5188
20240923;1;12;0.4739
20240923;13;24;0.4840
20240923;25;36;0.4700
20240923;37;48;0.4699
20240923;49;60;0.4710
20240923;61;72;0.4733
20240923;73;84;0.4770
20240923;85;96;0.4814
20240923;109;120;0.4925
20240923;133;144;0.5035
20240923;169;180;0.5190
20240924;1;12;0.4706
20240924;13;24;0.4703
20240924;25;36;0.4561
20240924;37;48;0.4590
20240924;49;60;0.4630
20240924;61;72;0.4680
20240924;73;84;0.4734
20240924;85;96;0.4789
20240924;109;120;0.4908
20240924;133;144;0.5016
20240924;169;180;0.5168
20240925;1;12;0.4711
20240925;13;24;0.4727
20240925;25;36;0.4604
20240925;37;48;0.4647
20240925;49;60;0.4694
20240925;61;72;0.4743
20240925;73;84;0.4794
20240925;85;96;0.4842
20240925;109;120;0.4952
20240925;133;144;0.5058
20240925;169;180;0.5213
20240926;1;12;0.4708
20240926;13;24;0.4764
20240926;25;36;0.4660
20240926;37;48;0.4706
20240926;49;60;0.4755
20240926;61;72;0.4805
20240926;73;84;0.4854
20240926;85;96;0.4901
20240926;109;120;0.5013
20240926;133;144;0.5121
20240926;169;180;0.5282
20240927;1;12;0.4671
20240927;13;24;0.4727
20240927;25;36;0.4627
20240927;37;48;0.4671
20240927;49;60;0.4719
20240927;61;72;0.4768
20240927;73;84;0.4817
20240927;85;96;0.4860
20240927;109;120;0.4972
20240927;133;144;0.5081
20240927;169;180;0.5236
20240930;1;12;0.4698
20240930;13;24;0.4716
20240930;25;36;0.4599
20240930;37;48;0.4644
20240930;49;60;0.4690
20240930;61;72;0.4747
20240930;73;84;0.4803
20240930;85;96;0.4850
20240930;109;120;0.4968
20240930;133;144;0.5079
20240930;169;180;0.5235
20241001;1;12;0.4700
20241001;13;24;0.4716
20241001;25;36;0.4592
20241001;37;48;0.4625
20241001;49;60;0.4663
20241001;61;72;0.4720
20241001;73;84;0.4778
20241001;85;96;0.4830
20241001;109;120;0.4950
20241001;133;144;0.5063
20241001;169;180;0.5221
20241002;1;12;0.4681
20241002;13;24;0.4709
20241002;25;36;0.4573
20241002;37;48;0.4600
20241002;49;60;0.4639
20241002;61;72;0.4690
20241002;73;84;0.4741
20241002;85;96;0.4790
20241002;109;120;0.4906
20241002;133;144;0.5009
20241002;169;180;0.5156
20241003;1;12;0.4629
20241003;13;24;0.4702
20241003;25;36;0.4605
20241003;37;48;0.4644
20241003;49;60;0.4688
20241003;61;72;0.4740
20241003;73;84;0.4790
20241003;85;96;0.4837
20241003;109;120;0.4948
20241003;133;144;0.5050
20241003;169;180;0.5194
20241004;1;12;0.4646
20241004;13;24;0.4712
20241004;25;36;0.4630
20241004;37;48;0.4688
20241004;49;60;0.4739
20241004;61;72;0.4792
20241004;73;84;0.4840
20241004;85;96;0.4887
20241004;109;120;0.4998
20241004;133;144;0.5100
20241004;169;180;0.5241
20241007;1;12;0.4628
20241007;13;24;0.4745
20241007;25;36;0.4706
20241007;37;48;0.4778
20241007;49;60;0.4833
20241007;61;72;0.4884
20241007;73;84;0.4933
20241007;85;96;0.4983
20241007;109;120;0.5093
20241007;133;144;0.5191
20241007;169;180;0.5330
20241008;1;12;0.4614
20241008;13;24;0.4751
20241008;25;36;0.4727
20241008;37;48;0.4805
20241008;49;60;0.4862
20241008;61;72;0.4915
20241008;73;84;0.4967
20241008;85;96;0.5016
20241008;109;120;0.5127
20241008;133;144;0.5226
20241008;169;180;0.5363
20241009;1;12;0.4616
20241009;13;24;0.4745
20241009;25;36;0.4684
20241009;37;48;0.4749
20241009;49;60;0.4806
20241009;61;72;0.4858
20241009;73;84;0.4909
20241009;85;96;0.4956
20241009;109;120;0.5062
20241009;133;144;0.5157
20241009;169;180;0.5289
20241010;1;12;0.4594
20241010;13;24;0.4761
20241010;25;36;0.4711
20241010;37;48;0.4782
20241010;49;60;0.4848
20241010;61;72;0.4908
20241010;73;84;0.4963
20241010;85;96;0.5011
20241010;109;120;0.5117
20241010;133;144;0.5212
20241010;169;180;0.5345
20241011;1;12;0.4595
20241011;13;24;0.4794
20241011;25;36;0.4786
20241011;37;48;0.4859
20241011;49;60;0.4921
20241011;61;72;0.4973
20241011;73;84;0.5018
20241011;85;96;0.5061
20241011;109;120;0.5162
20241011;133;144;0.5253
20241011;169;180;0.5375
20241014;13;24;0.4819
20241014;37;48;0.4888
20241014;49;60;0.4953
20241014;61;72;0.5006
20241014;73;84;0.5051
20241014;85;96;0.5095
20241014;109;120;0.5197
20241014;133;144;0.5289
20241014;169;180;0.5404
20241014;1;12;0.4608
20241014;25;36;0.4807
20241015;1;12;0.4603
20241015;13;24;0.4830
20241015;25;36;0.4828
20241015;37;48;0.4913
20241015;49;60;0.4979
20241015;61;72;0.5033
20241015;73;84;0.5080
20241015;85;96;0.5125
20241015;109;120;0.5230
20241015;133;144;0.5336
20241015;169;180;0.5455
20241016;1;12;0.4587
20241016;13;24;0.4810
20241016;25;36;0.4819
20241016;37;48;0.4914
20241016;49;60;0.4991
20241016;61;72;0.5055
20241016;73;84;0.5107
20241016;85;96;0.5151
20241016;109;120;0.5236
20241016;133;144;0.5326
20241016;169;180;0.5430
20241017;1;12;0.4542
20241017;13;24;0.4763
20241017;25;36;0.4789
20241017;37;48;0.4887
20241017;49;60;0.4958
20241017;61;72;0.5021
20241017;73;84;0.5074
20241017;85;96;0.5119
20241017;109;120;0.5202
20241017;133;144;0.5287
20241017;169;180;0.5379
20241018;1;12;0.4567
20241018;13;24;0.4826
20241018;25;36;0.4842
20241018;37;48;0.4929
20241018;49;60;0.5001
20241018;61;72;0.5065
20241018;73;84;0.5120
20241018;85;96;0.5164
20241018;109;120;0.5259
20241018;133;144;0.5353
20241018;169;180;0.5446
20241021;1;12;0.4564
20241021;13;24;0.4804
20241021;25;36;0.4839
20241021;37;48;0.4930
20241021;49;60;0.5003
20241021;61;72;0.5067
20241021;73;84;0.5123
20241021;85;96;0.5170
20241021;109;120;0.5255
20241021;133;144;0.5339
20241021;169;180;0.5424
20241022;1;12;0.4554
20241022;13;24;0.4805
20241022;25;36;0.4850
20241022;37;48;0.4955
20241022;49;60;0.5032
20241022;61;72;0.5098
20241022;73;84;0.5156
20241022;85;96;0.5204
20241022;109;120;0.5309
20241022;133;144;0.5402
20241022;169;180;0.5489
20241023;1;12;0.4541
20241023;13;24;0.4799
20241023;25;36;0.4837
20241023;37;48;0.4928
20241023;49;60;0.4998
20241023;61;72;0.5060
20241023;73;84;0.5115
20241023;85;96;0.5167
20241023;109;120;0.5282
20241023;133;144;0.5377
20241023;169;180;0.5467
20241024;1;12;0.4501
20241024;13;24;0.4780
20241024;25;36;0.4846
20241024;37;48;0.4960
20241024;49;60;0.5040
20241024;61;72;0.5108
20241024;73;84;0.5166
20241024;85;96;0.5220
20241024;109;120;0.5335
20241024;133;144;0.5428
20241024;169;180;0.5514
20241025;1;12;0.4563
20241025;13;24;0.4805
20241025;25;36;0.4852
20241025;37;48;0.4955
20241025;49;60;0.5029
20241025;61;72;0.5095
20241025;73;84;0.5156
20241025;85;96;0.5213
20241025;109;120;0.5331
20241025;133;144;0.5426
20241025;169;180;0.5513
20241028;1;12;0.4562
20241028;13;24;0.4807
20241028;25;36;0.4857
20241028;37;48;0.4968
20241028;49;60;0.5044
20241028;61;72;0.5107
20241028;73;84;0.5160
20241028;85;96;0.5210
20241028;109;120;0.5319
20241028;133;144;0.5409
20241028;169;180;0.5491
20241029;1;12;0.4564
20241029;13;24;0.4842
20241029;25;36;0.4908
20241029;37;48;0.5019
20241029;49;60;0.5099
20241029;61;72;0.5168
20241029;73;84;0.5227
20241029;85;96;0.5282
20241029;109;120;0.5395
20241029;133;144;0.5485
20241029;169;180;0.5566
20241030;1;12;0.4562
20241030;13;24;0.4847
20241030;25;36;0.4925
20241030;37;48;0.5045
20241030;49;60;0.5130
20241030;61;72;0.5200
20241030;73;84;0.5259
20241030;85;96;0.5313
20241030;109;120;0.5413
20241030;133;144;0.5496
20241030;169;180;0.5583
20241104;1;12;0.4595
20241104;13;24;0.4887
20241104;25;36;0.4936
20241104;37;48;0.5049
20241104;49;60;0.5130
20241104;61;72;0.5199
20241104;73;84;0.5256
20241104;85;96;0.5306
20241104;109;120;0.5403
20241104;133;144;0.5485
20241104;169;180;0.5570
20241105;25;36;0.4882
20241105;61;72;0.5139
20241105;1;12;0.4557
20241105;13;24;0.4841
20241105;37;48;0.4991
20241105;49;60;0.5070
20241105;73;84;0.5196
20241105;85;96;0.5248
20241105;109;120;0.5347
20241105;133;144;0.5428
20241105;169;180;0.5513
20241106;1;12;0.4558
20241106;13;24;0.4850
20241106;25;36;0.4901
20241106;37;48;0.5012
20241106;49;60;0.5092
20241106;61;72;0.5160
20241106;73;84;0.5217
20241106;85;96;0.5269
20241106;109;120;0.5372
20241106;133;144;0.5455
20241106;169;180;0.5542
20241107;1;12;0.4559
20241107;13;24;0.4879
20241107;25;36;0.4948
20241107;37;48;0.5072
20241107;49;60;0.5161
20241107;61;72;0.5235
20241107;73;84;0.5299
20241107;85;96;0.5355
20241107;109;120;0.5460
20241107;133;144;0.5544
20241107;169;180;0.5636
20241108;1;12;0.4563
20241108;13;24;0.4818
20241108;25;36;0.4838
20241108;37;48;0.4946
20241108;49;60;0.5035
20241108;61;72;0.5112
20241108;73;84;0.5179
20241108;85;96;0.5241
20241108;109;120;0.5356
20241108;133;144;0.5450
20241108;169;180;0.5553
20241111;1;12;0.4589
20241111;13;24;0.4861
20241111;25;36;0.4899
20241111;37;48;0.5012
20241111;49;60;0.5100
20241111;61;72;0.5171
20241111;73;84;0.5233
20241111;85;96;0.5289
20241111;109;120;0.5400
20241111;133;144;0.5488
20241111;169;180;0.5586
20241112;1;12;0.4587
20241112;13;24;0.4878
20241112;25;36;0.4930
20241112;37;48;0.5047
20241112;49;60;0.5137
20241112;61;72;0.5208
20241112;73;84;0.5269
20241112;85;96;0.5326
20241112;109;120;0.5438
20241112;133;144;0.5525
20241112;169;180;0.5622
20241113;1;12;0.4575
20241113;13;24;0.4913
20241113;25;36;0.4984
20241113;37;48;0.5105
20241113;49;60;0.5195
20241113;61;72;0.5270
20241113;73;84;0.5331
20241113;85;96;0.5385
20241113;109;120;0.5504
20241113;133;144;0.5601
20241113;169;180;0.5702
20241114;1;12;0.4559
20241114;13;24;0.4892
20241114;25;36;0.4967
20241114;37;48;0.5085
20241114;49;60;0.5176
20241114;61;72;0.5250
20241114;73;84;0.5313
20241114;85;96;0.5368
20241114;109;120;0.5487
20241114;133;144;0.5583
20241114;169;180;0.5684
20241115;1;12;0.4596
20241115;13;24;0.4913
20241115;25;36;0.4972
20241115;37;48;0.5086
20241115;49;60;0.5173
20241115;61;72;0.5247
20241115;73;84;0.5308
20241115;85;96;0.5364
20241115;109;120;0.5481
20241115;133;144;0.5578
20241115;169;180;0.5680
20241118;1;12;0.4566
20241118;13;24;0.4868
20241118;25;36;0.4929
20241118;37;48;0.5054
20241118;49;60;0.5145
20241118;61;72;0.5221
20241118;73;84;0.5285
20241118;85;96;0.5344
20241118;109;120;0.5461
20241118;133;144;0.5557
20241118;169;180;0.5658
20241119;1;12;0.4573
20241119;13;24;0.4870
20241119;25;36;0.4920
20241119;37;48;0.5042
20241119;49;60;0.5132
20241119;61;72;0.5206
20241119;73;84;0.5269
20241119;85;96;0.5327
20241119;109;120;0.5448
20241119;133;144;0.5545
20241119;169;180;0.5646
20241120;1;12;0.4574
20241120;13;24;0.4856
20241120;25;36;0.4897
20241120;37;48;0.5013
20241120;49;60;0.5099
20241120;61;72;0.5172
20241120;73;84;0.5232
20241120;85;96;0.5285
20241120;109;120;0.5399
20241120;133;144;0.5494
20241120;169;180;0.5592
20241121;169;180;0.5560
20241121;1;12;0.4587
20241121;13;24;0.4863
20241121;25;36;0.4907
20241121;37;48;0.5019
20241121;49;60;0.5101
20241121;61;72;0.5172
20241121;73;84;0.5231
20241121;85;96;0.5283
20241121;109;120;0.5384
20241121;133;144;0.5470
20241122;1;12;0.4582
20241122;13;24;0.4843
20241122;25;36;0.4897
20241122;37;48;0.5030
20241122;49;60;0.5112
20241122;61;72;0.5178
20241122;73;84;0.5235
20241122;85;96;0.5286
20241122;109;120;0.5386
20241122;133;144;0.5471
20241122;169;180;0.5561
20241125;1;12;0.4584
20241125;13;24;0.4867
20241125;25;36;0.4925
20241125;37;48;0.5047
20241125;49;60;0.5128
20241125;61;72;0.5191
20241125;73;84;0.5246
20241125;85;96;0.5293
20241125;109;120;0.5389
20241125;133;144;0.5473
20241125;169;180;0.5560
20241126;1;12;0.4587
20241126;13;24;0.4851
20241126;25;36;0.4894
20241126;37;48;0.5014
20241126;49;60;0.5093
20241126;61;72;0.5156
20241126;73;84;0.5209
20241126;85;96;0.5258
20241126;109;120;0.5365
20241126;133;144;0.5454
20241126;169;180;0.5546
20241127;1;12;0.4588
20241127;13;24;0.4894
20241127;25;36;0.4951
20241127;37;48;0.5066
20241127;49;60;0.5151
20241127;61;72;0.5216
20241127;73;84;0.5267
20241127;85;96;0.5316
20241127;109;120;0.5409
20241127;133;144;0.5486
20241127;169;180;0.5569
20241128;1;12;0.4591
20241128;13;24;0.4876
20241128;25;36;0.4920
20241128;37;48;0.5026
20241128;49;60;0.5105
20241128;61;72;0.5165
20241128;73;84;0.5213
20241128;85;96;0.5262
20241128;109;120;0.5351
20241128;133;144;0.5425
20241128;169;180;0.5506
20241129;1;12;0.4594
20241129;13;24;0.4870
20241129;25;36;0.4911
20241129;37;48;0.5016
20241129;49;60;0.5092
20241129;61;72;0.5152
20241129;73;84;0.5202
20241129;85;96;0.5250
20241129;109;120;0.5339
20241129;133;144;0.5410
20241129;169;180;0.5489
20241202;1;12;0.4587
20241202;13;24;0.4870
20241202;25;36;0.4905
20241202;37;48;0.5002
20241202;49;60;0.5072
20241202;61;72;0.5131
20241202;73;84;0.5179
20241202;85;96;0.5223
20241202;109;120;0.5316
20241202;133;144;0.5385
20241202;169;180;0.5459
20241203;1;12;0.4590
20241203;13;24;0.4877
20241203;25;36;0.4909
20241203;37;48;0.5003
20241203;49;60;0.5067
20241203;61;72;0.5125
20241203;73;84;0.5175
20241203;85;96;0.5219
20241203;109;120;0.5314
20241203;133;144;0.5384
20241203;169;180;0.5458
20241204;1;12;0.4581
20241204;13;24;0.4883
20241204;25;36;0.4921
20241204;37;48;0.5020
20241204;49;60;0.5085
20241204;61;72;0.5142
20241204;73;84;0.5192
20241204;85;96;0.5235
20241204;109;120;0.5328
20241204;133;144;0.5396
20241204;169;180;0.5468
20241205;1;12;0.4582
20241205;13;24;0.4901
20241205;25;36;0.4966
20241205;37;48;0.5075
20241205;49;60;0.5144
20241205;61;72;0.5201
20241205;73;84;0.5250
20241205;85;96;0.5291
20241205;109;120;0.5373
20241205;133;144;0.5437
20241205;169;180;0.5509
20241206;1;12;0.4575
20241206;13;24;0.4927
20241206;25;36;0.4996
20241206;37;48;0.5106
20241206;49;60;0.5177
20241206;61;72;0.5234
20241206;73;84;0.5285
20241206;85;96;0.5328
20241206;109;120;0.5409
20241206;133;144;0.5473
20241206;169;180;0.5537
20241209;1;12;0.4574
20241209;13;24;0.4885
20241209;25;36;0.4931
20241209;37;48;0.5036
20241209;49;60;0.5106
20241209;61;72;0.5163
20241209;73;84;0.5213
20241209;85;96;0.5258
20241209;109;120;0.5352
20241209;133;144;0.5429
20241209;169;180;0.5508
20241210;1;12;0.4575
20241210;13;24;0.4918
20241210;25;36;0.4977
20241210;37;48;0.5081
20241210;49;60;0.5149
20241210;61;72;0.5204
20241210;73;84;0.5252
20241210;85;96;0.5297
20241210;109;120;0.5379
20241210;133;144;0.5448
20241210;169;180;0.5523
20241211;1;12;0.4596
20241211;13;24;0.4922
20241211;25;36;0.4988
20241211;37;48;0.5094
20241211;49;60;0.5160
20241211;61;72;0.5212
20241211;73;84;0.5260
20241211;85;96;0.5307
20241211;109;120;0.5399
20241211;133;144;0.5472
20241211;169;180;0.5551
20241212;1;12;0.4593
20241212;13;24;0.4908
20241212;25;36;0.4957
20241212;37;48;0.5063
20241212;49;60;0.5134
20241212;61;72;0.5189
20241212;73;84;0.5239
20241212;85;96;0.5288
20241212;109;120;0.5381
20241212;133;144;0.5455
20241212;169;180;0.5536
20241213;1;12;0.4563
20241213;13;24;0.4879
20241213;25;36;0.4946
20241213;37;48;0.5062
20241213;49;60;0.5137
20241213;61;72;0.5193
20241213;73;84;0.5245
20241213;85;96;0.5295
20241213;109;120;0.5396
20241213;133;144;0.5474
20241213;169;180;0.5550
20241216;1;12;0.4572
20241216;13;24;0.4909
20241216;25;36;0.4976
20241216;37;48;0.5091
20241216;49;60;0.5165
20241216;61;72;0.5219
20241216;73;84;0.5270
20241216;85;96;0.5321
20241216;109;120;0.5423
20241216;133;144;0.5502
20241216;169;180;0.5579
20241217;1;12;0.4556
20241217;13;24;0.4900
20241217;25;36;0.4978
20241217;37;48;0.5090
20241217;49;60;0.5169
20241217;61;72;0.5234
20241217;73;84;0.5293
20241217;85;96;0.5347
20241217;109;120;0.5451
20241217;133;144;0.5534
20241217;169;180;0.5617
20241218;1;12;0.4544
20241218;13;24;0.4919
20241218;25;36;0.5023
20241218;37;48;0.5144
20241218;49;60;0.5225
20241218;61;72;0.5288
20241218;73;84;0.5343
20241218;85;96;0.5396
20241218;109;120;0.5501
20241218;133;144;0.5580
20241218;169;180;0.5659
20241219;1;12;0.4564
20241219;13;24;0.4953
20241219;25;36;0.5050
20241219;37;48;0.5171
20241219;49;60;0.5260
20241219;61;72;0.5329
20241219;73;84;0.5390
20241219;85;96;0.5448
20241219;109;120;0.5559
20241219;133;144;0.5643
20241219;169;180;0.5724
20241220;1;12;0.4573
20241220;13;24;0.4992
20241220;25;36;0.5116
20241220;37;48;0.5253
20241220;49;60;0.5351
20241220;61;72;0.5426
20241220;73;84;0.5488
20241220;85;96;0.5544
20241220;109;120;0.5650
20241220;133;144;0.5732
20241220;169;180;0.5813
20241223;1;12;0.4565
20241223;13;24;0.4983
20241223;25;36;0.5107
20241223;37;48;0.5243
20241223;49;60;0.5338
20241223;61;72;0.5412
20241223;73;84;0.5472
20241223;85;96;0.5526
20241223;109;120;0.5641
20241223;133;144;0.5729
20241223;169;180;0.5814
20241224;1;12;0.4569
20241224;13;24;0.5007
20241224;25;36;0.5154
20241224;37;48;0.5312
20241224;49;60;0.5418
20241224;61;72;0.5493
20241224;73;84;0.5555
20241224;85;96;0.5612
20241224;109;120;0.5711
20241224;133;144;0.5790
20241224;169;180;0.5866
20241226;1;12;0.4567
20241226;13;24;0.5016
20241226;25;36;0.5178
20241226;37;48;0.5351
20241226;49;60;0.5466
20241226;61;72;0.5549
20241226;73;84;0.5616
20241226;85;96;0.5674
20241226;109;120;0.5776
20241226;133;144;0.5854
20241226;169;180;0.5929
20241227;1;12;0.4578
20241227;13;24;0.5015
20241227;25;36;0.5173
20241227;37;48;0.5345
20241227;49;60;0.5460
20241227;61;72;0.5542
20241227;73;84;0.5608
20241227;85;96;0.5666
20241227;109;120;0.5764
20241227;133;144;0.5840
20241227;169;180;0.5916
20241230;1;12;0.4573
20241230;13;24;0.4989
20241230;25;36;0.5128
20241230;37;48;0.5287
20241230;49;60;0.5393
20241230;61;72;0.5474
20241230;73;84;0.5539
20241230;85;96;0.5596
20241230;109;120;0.5694
20241230;133;144;0.5771
20241230;169;180;0.5851
20250102;1;12;0.4566
20250102;13;24;0.4973
20250102;25;36;0.5099
20250102;37;48;0.5251
20250102;49;60;0.5354
20250102;61;72;0.5432
20250102;73;84;0.5498
20250102;85;96;0.5553
20250102;109;120;0.5646
20250102;133;144;0.5720
20250102;169;180;0.5801
20250103;1;12;0.4583
20250103;13;24;0.4995
20250103;25;36;0.5118
20250103;37;48;0.5267
20250103;49;60;0.5368
20250103;61;72;0.5447
20250103;73;84;0.5513
20250103;85;96;0.5570
20250103;109;120;0.5666
20250103;133;144;0.5743
20250103;169;180;0.5826
20250106;1;12;0.4629
20250106;13;24;0.5081
20250106;25;36;0.5212
20250106;37;48;0.5366
20250106;49;60;0.5469
20250106;61;72;0.5546
20250106;73;84;0.5610
20250106;85;96;0.5663
20250106;109;120;0.5752
20250106;133;144;0.5825
20250106;169;180;0.5917
20250107;1;12;0.4576
20250107;13;24;0.5086
20250107;25;36;0.5257
20250107;37;48;0.5419
20250107;49;60;0.5519
20250107;61;72;0.5596
20250107;73;84;0.5661
20250107;85;96;0.5715
20250107;109;120;0.5806
20250107;133;144;0.5881
20250107;169;180;0.5966
20250108;1;12;0.4560
20250108;13;24;0.5072
20250108;25;36;0.5261
20250108;37;48;0.5441
20250108;49;60;0.5556
20250108;61;72;0.5638
20250108;73;84;0.5705
20250108;85;96;0.5759
20250108;109;120;0.5847
20250108;133;144;0.5917
20250108;169;180;0.5998
20250109;1;12;0.4562
20250109;13;24;0.5065
20250109;25;36;0.5256
20250109;37;48;0.5440
20250109;49;60;0.5557
20250109;61;72;0.5643
20250109;73;84;0.5712
20250109;85;96;0.5769
20250109;109;120;0.5860
20250109;133;144;0.5935
20250109;169;180;0.6022
20250110;1;12;0.4569
20250110;13;24;0.5067
20250110;25;36;0.5250
20250110;37;48;0.5432
20250110;49;60;0.5555
20250110;61;72;0.5643
20250110;73;84;0.5713
20250110;85;96;0.5774
20250110;109;120;0.5874
20250110;133;144;0.5950
20250110;169;180;0.6030
20250113;1;12;0.4569
20250113;13;24;0.5100
20250113;25;36;0.5300
20250113;37;48;0.5487
20250113;49;60;0.5614
20250113;61;72;0.5705
20250113;73;84;0.5777
20250113;85;96;0.5838
20250113;109;120;0.5938
20250113;133;144;0.6014
20250113;169;180;0.6093
20250114;1;12;0.4617
20250114;13;24;0.5156
20250114;25;36;0.5356
20250114;37;48;0.5544
20250114;49;60;0.5670
20250114;61;72;0.5762
20250114;73;84;0.5833
20250114;85;96;0.5895
20250114;109;120;0.5998
20250114;133;144;0.6083
20250114;169;180;0.6166
20250115;1;12;0.4599
20250115;13;24;0.5166
20250115;25;36;0.5373
20250115;37;48;0.5562
20250115;49;60;0.5689
20250115;61;72;0.5782
20250115;73;84;0.5856
20250115;85;96;0.5918
20250115;109;120;0.6023
20250115;133;144;0.6107
20250115;169;180;0.6186
20250116;1;12;0.4580
20250116;13;24;0.5102
20250116;25;36;0.5278
20250116;37;48;0.5456
20250116;49;60;0.5577
20250116;61;72;0.5667
20250116;73;84;0.5737
20250116;85;96;0.5799
20250116;109;120;0.5913
20250116;133;144;0.6007
20250116;169;180;0.6099
20250117;1;12;0.4598
20250117;13;24;0.5100
20250117;25;36;0.5272
20250117;37;48;0.5447
20250117;49;60;0.5569
20250117;61;72;0.5661
20250117;73;84;0.5736
20250117;85;96;0.5804
20250117;109;120;0.5916
20250117;133;144;0.6003
20250117;169;180;0.6089
20250120;1;12;0.4631
20250120;13;24;0.5086
20250120;25;36;0.5232
20250120;37;48;0.5398
20250120;49;60;0.5518
20250120;61;72;0.5607
20250120;73;84;0.5678
20250120;85;96;0.5743
20250120;109;120;0.5851
20250120;133;144;0.5936
20250120;169;180;0.6021
20250121;1;12;0.4624
20250121;13;24;0.5072
20250121;25;36;0.5205
20250121;37;48;0.5364
20250121;49;60;0.5477
20250121;61;72;0.5567
20250121;73;84;0.5638
20250121;85;96;0.5702
20250121;109;120;0.5807
20250121;133;144;0.5883
20250121;169;180;0.5959
20250122;1;12;0.4612
20250122;13;24;0.5045
20250122;25;36;0.5170
20250122;37;48;0.5324
20250122;49;60;0.5433
20250122;61;72;0.5522
20250122;73;84;0.5595
20250122;85;96;0.5658
20250122;109;120;0.5760
20250122;133;144;0.5841
20250122;169;180;0.5919
20250123;1;12;0.4616
20250123;13;24;0.5067
20250123;25;36;0.5195
20250123;37;48;0.5344
20250123;49;60;0.5450
20250123;61;72;0.5536
20250123;73;84;0.5604
20250123;85;96;0.5663
20250123;109;120;0.5763
20250123;133;144;0.5846
20250123;169;180;0.5927
20250124;1;12;0.4624
20250124;13;24;0.5088
20250124;25;36;0.5227
20250124;37;48;0.5385
20250124;49;60;0.5497
20250124;61;72;0.5587
20250124;73;84;0.5661
20250124;85;96;0.5724
20250124;109;120;0.5825
20250124;133;144;0.5905
20250124;169;180;0.5981
