periodo;plazo_desde;plazo_hasta;cf
20130911;133;144;0.5500
20130911;169;180;0.5500
20130912;1;12;0.4700
20130912;13;24;0.4800
20130912;25;36;0.5000
20130912;37;48;0.5000
20130912;49;60;0.5100
20130912;61;72;0.5200
20130912;73;84;0.5300
20130912;85;96;0.5300
20130912;109;120;0.5400
20130912;133;144;0.5500
20130912;169;180;0.5500
20130913;1;12;0.4700
20130913;13;24;0.4800
20130913;25;36;0.5000
20130913;37;48;0.5000
20130913;49;60;0.5100
20130913;61;72;0.5200
20130913;73;84;0.5300
20130913;85;96;0.5300
20130913;109;120;0.5400
20130913;133;144;0.5500
20130913;169;180;0.5500
20130916;1;12;0.4700
20130916;13;24;0.4800
20130916;25;36;0.5000
20130916;37;48;0.5100
20130916;49;60;0.5200
20130916;61;72;0.5200
20130916;73;84;0.5300
20130916;85;96;0.5300
20130916;109;120;0.5400
20130916;133;144;0.5400
20130916;169;180;0.5500
20130917;1;12;0.4700
20130917;13;24;0.4800
20130917;25;36;0.5000
20130917;37;48;0.5100
20130917;49;60;0.5200
20130917;61;72;0.5200
20130917;73;84;0.5300
20130917;85;96;0.5300
20130917;109;120;0.5400
20130917;133;144;0.5400
20130917;169;180;0.5500
20130923;1;12;0.4700
20130923;13;24;0.4800
20130923;25;36;0.5000
20130923;37;48;0.5100
20130923;49;60;0.5200
20130923;61;72;0.5200
20130923;73;84;0.5300
20130923;85;96;0.5300
20130923;109;120;0.5400
20130923;133;144;0.5400
20130923;169;180;0.5500
20130924;1;12;0.4700
20130924;13;24;0.4800
20130924;25;36;0.5000
20130924;37;48;0.5100
20130924;49;60;0.5200
20130924;61;72;0.5200
20130924;73;84;0.5300
20130924;85;96;0.5300
20130924;109;120;0.5400
20130924;133;144;0.5400
20130924;169;180;0.5500
20130925;1;12;0.4700
20130925;13;24;0.4800
20130925;25;36;0.5000
20130925;37;48;0.5100
20130925;49;60;0.5100
20130925;61;72;0.5200
20130925;73;84;0.5300
20130925;85;96;0.5300
20130925;109;120;0.5400
20130925;133;144;0.5400
20130925;169;180;0.5500
20130926;1;12;0.4700
20130926;13;24;0.4800
20130926;25;36;0.5000
20130926;37;48;0.5100
20130926;49;60;0.5100
20130926;61;72;0.5200
20130926;73;84;0.5300
20130926;85;96;0.5300
20130926;109;120;0.5400
20130926;133;144;0.5400
20130926;169;180;0.5500
20130927;1;12;0.4700
20130927;13;24;0.4800
20130927;25;36;0.5000
20130927;37;48;0.5100
20130927;49;60;0.5100
20130927;61;72;0.5200
20130927;73;84;0.5300
20130927;85;96;0.5300
20130927;109;120;0.5400
20130927;133;144;0.5400
20130927;169;180;0.5500
20130930;1;12;0.4700
20130930;13;24;0.4900
20130930;25;36;0.5000
20130930;37;48;0.5100
20130930;49;60;0.5200
20130930;61;72;0.5200
20130930;73;84;0.5300
20130930;85;96;0.5400
20130930;109;120;0.5400
20130930;133;144;0.5500
20130930;169;180;0.5600
20131001;1;12;0.4700
20131001;13;24;0.4900
20131001;25;36;0.5000
20131001;37;48;0.5100
20131001;49;60;0.5200
20131001;61;72;0.5200
20131001;73;84;0.5300
20131001;85;96;0.5400
20131001;109;120;0.5400
20131001;133;144;0.5500
20131001;169;180;0.5600
20131002;1;12;0.4700
20131002;13;24;0.4800
20131002;25;36;0.5000
20131002;37;48;0.5100
20131002;49;60;0.5200
20131002;61;72;0.5200
20131002;73;84;0.5300
20131002;85;96;0.5300
20131002;109;120;0.5400
20131002;133;144;0.5500
20131002;169;180;0.5600
20131003;1;12;0.4700
20131003;13;24;0.4800
20131003;25;36;0.5000
20131003;37;48;0.5100
20131003;49;60;0.5200
20131003;61;72;0.5200
20131003;73;84;0.5300
20131003;85;96;0.5300
20131003;109;120;0.5400
20131003;133;144;0.5500
20131003;169;180;0.5600
20131004;1;12;0.4700
20131004;13;24;0.4800
20131004;25;36;0.5000
20131004;37;48;0.5000
20131004;49;60;0.5100
20131004;61;72;0.5200
20131004;73;84;0.5300
20131004;85;96;0.5300
20131004;109;120;0.5400
20131004;133;144;0.5500
20131004;169;180;0.5600
20131007;1;12;0.4600
20131007;13;24;0.4800
20131007;25;36;0.4900
20131007;37;48;0.5000
20131007;49;60;0.5100
20131007;61;72;0.5200
20131007;73;84;0.5300
20131007;85;96;0.5300
20131007;109;120;0.5400
20131007;133;144;0.5500
20131007;169;180;0.5600
20131008;1;12;0.4600
20131008;13;24;0.4800
20131008;25;36;0.4900
20131008;37;48;0.5000
20131008;49;60;0.5100
20131008;61;72;0.5200
20131008;73;84;0.5300
20131008;85;96;0.5300
20131008;109;120;0.5400
20131008;133;144;0.5500
20131008;169;180;0.5600
20131009;1;12;0.4600
20131009;13;24;0.4700
20131009;25;36;0.4800
20131009;37;48;0.5000
20131009;49;60;0.5000
20131009;61;72;0.5100
20131009;73;84;0.5200
20131009;85;96;0.5200
20131009;109;120;0.5300
20131009;133;144;0.5400
20131009;169;180;0.5500
20131010;1;12;0.4600
20131010;13;24;0.4700
20131010;25;36;0.4900
20131010;37;48;0.5000
20131010;49;60;0.5000
20131010;61;72;0.5100
20131010;73;84;0.5200
20131010;85;96;0.5200
20131010;109;120;0.5300
20131010;133;144;0.5400
20131010;169;180;0.5500
20131011;1;12;0.4600
20131011;13;24;0.4700
20131011;25;36;0.4900
20131011;37;48;0.5000
20131011;49;60;0.5000
20131011;61;72;0.5100
20131011;73;84;0.5200
20131011;85;96;0.5200
20131011;109;120;0.5300
20131011;133;144;0.5400
20131011;169;180;0.5500
20131014;1;12;0.4600
20131014;13;24;0.4700
20131014;25;36;0.4900
20131014;37;48;0.5000
20131014;49;60;0.5000
20131014;61;72;0.5100
20131014;73;84;0.5200
20131014;85;96;0.5200
20131014;109;120;0.5300
20131014;133;144;0.5400
20131014;169;180;0.5500
20131015;1;12;0.4600
20131015;13;24;0.4700
20131015;25;36;0.4900
20131015;37;48;0.5000
20131015;49;60;0.5000
20131015;61;72;0.5100
20131015;73;84;0.5200
20131015;85;96;0.5200
20131015;109;120;0.5300
20131015;133;144;0.5400
20131015;169;180;0.5500
20131016;1;12;0.4600
20131016;13;24;0.4800
20131016;25;36;0.5000
20131016;37;48;0.5000
20131016;49;60;0.5100
20131016;61;72;0.5200
20131016;73;84;0.5200
20131016;85;96;0.5300
20131016;109;120;0.5400
20131016;133;144;0.5400
20131016;169;180;0.5500
20131017;1;12;0.4600
20131017;13;24;0.4800
20131017;25;36;0.5000
20131017;37;48;0.5000
20131017;49;60;0.5100
20131017;61;72;0.5200
20131017;73;84;0.5200
20131017;85;96;0.5300
20131017;109;120;0.5400
20131017;133;144;0.5400
20131017;169;180;0.5500
20131018;1;12;0.4400
20131018;13;24;0.4700
20131018;25;36;0.4900
20131018;37;48;0.5000
20131018;49;60;0.5100
20131018;61;72;0.5200
20131018;73;84;0.5200
20131018;85;96;0.5300
20131018;109;120;0.5400
20131018;133;144;0.5400
20131018;169;180;0.5500
20131021;1;12;0.4400
20131021;13;24;0.4700
20131021;25;36;0.4900
20131021;37;48;0.5000
20131021;49;60;0.5000
20131021;61;72;0.5100
20131021;73;84;0.5100
20131021;85;96;0.5200
20131021;109;120;0.5300
20131021;133;144;0.5300
20131021;169;180;0.5400
20131022;1;12;0.4400
20131022;13;24;0.4700
20131022;25;36;0.4900
20131022;37;48;0.5000
20131022;49;60;0.5000
20131022;61;72;0.5100
20131022;73;84;0.5100
20131022;85;96;0.5200
20131022;109;120;0.5300
20131022;133;144;0.5300
20131022;169;180;0.5400
20131023;1;12;0.4400
20131023;13;24;0.4700
20131023;25;36;0.4900
20131023;37;48;0.5000
20131023;49;60;0.5000
20131023;61;72;0.5100
20131023;73;84;0.5100
20131023;85;96;0.5200
20131023;109;120;0.5300
20131023;133;144;0.5300
20131023;169;180;0.5400
20131024;1;12;0.4400
20131024;13;24;0.4600
20131024;25;36;0.4800
20131024;37;48;0.4900
20131024;49;60;0.5000
20131024;61;72;0.5100
20131024;73;84;0.5100
20131024;85;96;0.5200
20131024;109;120;0.5300
20131024;133;144;0.5300
20131024;169;180;0.5400
20131025;1;12;0.4400
20131025;13;24;0.4600
20131025;25;36;0.4800
20131025;37;48;0.4900
20131025;49;60;0.5000
20131025;61;72;0.5100
20131025;73;84;0.5100
20131025;85;96;0.5200
20131025;109;120;0.5300
20131025;133;144;0.5300
20131025;169;180;0.5400
20131028;1;12;0.4400
20131028;13;24;0.4600
20131028;25;36;0.4800
20131028;37;48;0.4900
20131028;49;60;0.5000
20131028;61;72;0.5100
20131028;73;84;0.5100
20131028;85;96;0.5200
20131028;109;120;0.5300
20131028;133;144;0.5300
20131028;169;180;0.5400
20131029;1;12;0.4400
20131029;13;24;0.4600
20131029;25;36;0.4800
20131029;37;48;0.4900
20131029;49;60;0.5000
20131029;61;72;0.5100
20131029;73;84;0.5100
20131029;85;96;0.5200
20131029;109;120;0.5300
20131029;133;144;0.5300
20131029;169;180;0.5400
20131030;1;12;0.4400
20131030;13;24;0.4600
20131030;25;36;0.4800
20131030;37;48;0.4900
20131030;49;60;0.5000
20131030;61;72;0.5100
20131030;73;84;0.5100
20131030;85;96;0.5200
20131030;109;120;0.5300
20131030;133;144;0.5300
20131030;169;180;0.5400
20131104;1;12;0.4400
20131104;13;24;0.4600
20131104;25;36;0.4800
20131104;37;48;0.4900
20131104;49;60;0.5000
20131104;61;72;0.5100
20131104;73;84;0.5100
20131104;85;96;0.5200
20131104;109;120;0.5300
20131104;133;144;0.5300
20131104;169;180;0.5400
20131105;1;12;0.4400
20131105;13;24;0.4500
20131105;25;36;0.4800
20131105;37;48;0.4900
20131105;49;60;0.4900
20131105;61;72;0.5000
20131105;73;84;0.5000
20131105;85;96;0.5100
20131105;109;120;0.5200
20131105;133;144;0.5200
20131105;169;180;0.5300
20131106;1;12;0.4400
20131106;13;24;0.4500
20131106;25;36;0.4800
20131106;37;48;0.4900
20131106;49;60;0.4900
20131106;61;72;0.5000
20131106;73;84;0.5000
20131106;85;96;0.5100
20131106;109;120;0.5200
20131106;133;144;0.5200
20131106;169;180;0.5300
20131107;1;12;0.4300
20131107;13;24;0.4500
20131107;25;36;0.4800
20131107;37;48;0.4900
20131107;49;60;0.4900
20131107;61;72;0.5000
20131107;73;84;0.5000
20131107;85;96;0.5100
20131107;109;120;0.5200
20131107;133;144;0.5200
20131107;169;180;0.5300
20131108;1;12;0.4300
20131108;13;24;0.4500
20131108;25;36;0.4700
20131108;37;48;0.4800
20131108;49;60;0.4900
20131108;61;72;0.5000
20131108;73;84;0.5000
20131108;85;96;0.5100
20131108;109;120;0.5200
20131108;133;144;0.5200
20131108;169;180;0.5300
20131111;1;12;0.4300
20131111;13;24;0.4500
20131111;25;36;0.4700
20131111;37;48;0.4800
20131111;49;60;0.4900
20131111;61;72;0.5000
20131111;73;84;0.5000
20131111;85;96;0.5100
20131111;109;120;0.5200
20131111;133;144;0.5200
20131111;169;180;0.5300
20131112;1;12;0.4300
20131112;13;24;0.4500
20131112;25;36;0.4700
20131112;37;48;0.4700
20131112;49;60;0.4800
20131112;61;72;0.4900
20131112;73;84;0.4900
20131112;85;96;0.5000
20131112;109;120;0.5100
20131112;133;144;0.5200
20131112;169;180;0.5300
20131113;1;12;0.4300
20131113;13;24;0.4500
20131113;25;36;0.4700
20131113;37;48;0.4700
20131113;49;60;0.4800
20131113;61;72;0.4900
20131113;73;84;0.4900
20131113;85;96;0.5000
20131113;109;120;0.5100
20131113;133;144;0.5200
20131113;169;180;0.5300
20131114;1;12;0.4100
20131114;13;24;0.4400
20131114;25;36;0.4600
20131114;37;48;0.4700
20131114;49;60;0.4800
20131114;61;72;0.4800
20131114;73;84;0.4900
20131114;85;96;0.5000
20131114;109;120;0.5100
20131114;133;144;0.5200
20131114;169;180;0.5300
20131115;1;12;0.4100
20131115;13;24;0.4400
20131115;25;36;0.4600
20131115;37;48;0.4600
20131115;49;60;0.4700
20131115;61;72;0.4800
20131115;73;84;0.4900
20131115;85;96;0.5000
20131115;109;120;0.5100
20131115;133;144;0.5200
20131115;169;180;0.5300
20131118;1;12;0.4100
20131118;13;24;0.4400
20131118;25;36;0.4600
20131118;37;48;0.4600
20131118;49;60;0.4700
20131118;61;72;0.4800
20131118;73;84;0.4900
20131118;85;96;0.5000
20131118;109;120;0.5100
20131118;133;144;0.5200
20131118;169;180;0.5300
20131119;1;12;0.4100
20131119;13;24;0.4400
20131119;25;36;0.4600
20131119;37;48;0.4600
20131119;49;60;0.4700
20131119;61;72;0.4800
20131119;73;84;0.4900
20131119;85;96;0.5000
20131119;109;120;0.5100
20131119;133;144;0.5200
20131119;169;180;0.5300
20131120;1;12;0.4100
20131120;13;24;0.4400
20131120;25;36;0.4600
20131120;37;48;0.4600
20131120;49;60;0.4700
20131120;61;72;0.4800
20131120;73;84;0.4900
20131120;85;96;0.5000
20131120;109;120;0.5100
20131120;133;144;0.5200
20131120;169;180;0.5300
20131121;1;12;0.3900
20131121;13;24;0.4200
20131121;25;36;0.4400
20131121;37;48;0.4600
20131121;49;60;0.4700
20131121;61;72;0.4800
20131121;73;84;0.4900
20131121;85;96;0.5000
20131121;109;120;0.5100
20131121;133;144;0.5200
20131121;169;180;0.5300
20131122;1;12;0.3900
20131122;13;24;0.4200
20131122;25;36;0.4400
20131122;37;48;0.4600
20131122;49;60;0.4700
20131122;61;72;0.4800
20131122;73;84;0.4900
20131122;85;96;0.5000
20131122;109;120;0.5100
20131122;133;144;0.5200
20131122;169;180;0.5300
20131125;1;12;0.3900
20131125;13;24;0.4200
20131125;25;36;0.4400
20131125;37;48;0.4600
20131125;49;60;0.4700
20131125;61;72;0.4800
20131125;73;84;0.4900
20131125;85;96;0.5000
20131125;109;120;0.5100
20131125;133;144;0.5200
20131125;169;180;0.5300
20131126;1;12;0.4000
20131126;13;24;0.4200
20131126;25;36;0.4400
20131126;37;48;0.4600
20131126;49;60;0.4700
20131126;61;72;0.4800
20131126;73;84;0.4900
20131126;85;96;0.5000
20131126;109;120;0.5100
20131126;133;144;0.5200
20131126;169;180;0.5300
20131127;1;12;0.4000
20131127;13;24;0.4200
20131127;25;36;0.4400
20131127;37;48;0.4600
20131127;49;60;0.4700
20131127;61;72;0.4800
20131127;73;84;0.4900
20131127;85;96;0.5000
20131127;109;120;0.5100
20131127;133;144;0.5200
20131127;169;180;0.5300
20131128;1;12;0.4000
20131128;13;24;0.4200
20131128;25;36;0.4400
20131128;37;48;0.4600
20131128;49;60;0.4700
20131128;61;72;0.4800
20131128;73;84;0.4900
20131128;85;96;0.5000
20131128;109;120;0.5100
20131128;133;144;0.5200
20131128;169;180;0.5300
20131129;1;12;0.4100
20131129;13;24;0.4200
20131129;25;36;0.4400
20131129;37;48;0.4600
20131129;49;60;0.4800
20131129;61;72;0.4900
20131129;73;84;0.5000
20131129;85;96;0.5000
20131129;109;120;0.5200
20131129;133;144;0.5200
20131129;169;180;0.5300
20131202;1;12;0.4100
20131202;13;24;0.4200
20131202;25;36;0.4400
20131202;37;48;0.4600
20131202;49;60;0.4800
20131202;61;72;0.4900
20131202;73;84;0.5000
20131202;85;96;0.5000
20131202;109;120;0.5200
20131202;133;144;0.5200
20131202;169;180;0.5300
20131203;1;12;0.4100
20131203;13;24;0.4200
20131203;25;36;0.4400
20131203;37;48;0.4600
20131203;49;60;0.4800
20131203;61;72;0.4900
20131203;73;84;0.5000
20131203;85;96;0.5000
20131203;109;120;0.5200
20131203;133;144;0.5200
20131203;169;180;0.5300
20131204;1;12;0.4100
20131204;13;24;0.4200
20131204;25;36;0.4400
20131204;37;48;0.4600
20131204;49;60;0.4800
20131204;61;72;0.4900
20131204;73;84;0.5000
20131204;85;96;0.5000
20131204;109;120;0.5200
20131204;133;144;0.5200
20131204;169;180;0.5300
20131205;1;12;0.4100
20131205;13;24;0.4200
20131205;25;36;0.4400
20131205;37;48;0.4600
20131205;49;60;0.4800
20131205;61;72;0.4900
20131205;73;84;0.5000
20131205;85;96;0.5000
20131205;109;120;0.5200
20131205;133;144;0.5200
20131205;169;180;0.5300
20131206;1;12;0.4100
20131206;13;24;0.4200
20131206;25;36;0.4400
20131206;37;48;0.4600
20131206;49;60;0.4800
20131206;61;72;0.4900
20131206;73;84;0.5000
20131206;85;96;0.5000
20131206;109;120;0.5200
20131206;133;144;0.5200
20131206;169;180;0.5300
20131209;1;12;0.4100
20131209;13;24;0.4300
20131209;25;36;0.4500
20131209;37;48;0.4600
20131209;49;60;0.4800
20131209;61;72;0.4900
20131209;73;84;0.5000
20131209;85;96;0.5000
20131209;109;120;0.5200
20131209;133;144;0.5200
20131209;169;180;0.5300
20131210;1;12;0.4100
20131210;13;24;0.4300
20131210;25;36;0.4500
20131210;37;48;0.4700
20131210;49;60;0.4800
20131210;61;72;0.4900
20131210;73;84;0.5000
20131210;85;96;0.5100
20131210;109;120;0.5200
20131210;133;144;0.5300
20131210;169;180;0.5400
20131211;1;12;0.4100
20131211;13;24;0.4300
20131211;25;36;0.4500
20131211;37;48;0.4700
20131211;49;60;0.4800
20131211;61;72;0.4900
20131211;73;84;0.5000
20131211;85;96;0.5100
20131211;109;120;0.5200
20131211;133;144;0.5300
20131211;169;180;0.5400
20131212;1;12;0.4100
20131212;13;24;0.4300
20131212;25;36;0.4500
20131212;37;48;0.4700
20131212;49;60;0.4800
20131212;61;72;0.4900
20131212;73;84;0.5000
20131212;85;96;0.5100
20131212;109;120;0.5200
20131212;133;144;0.5300
20131212;169;180;0.5400
20131213;1;12;0.4200
20131213;13;24;0.4300
20131213;25;36;0.4500
20131213;37;48;0.4700
20131213;49;60;0.4800
20131213;61;72;0.4900
20131213;73;84;0.5000
20131213;85;96;0.5100
20131213;109;120;0.5200
20131213;133;144;0.5300
20131213;169;180;0.5400
20131216;1;12;0.4200
20131216;13;24;0.4300
20131216;25;36;0.4500
20131216;37;48;0.4700
20131216;49;60;0.4800
20131216;61;72;0.4900
20131216;73;84;0.5000
20131216;85;96;0.5100
20131216;109;120;0.5200
20131216;133;144;0.5300
20131216;169;180;0.5400
20131217;1;12;0.4200
20131217;13;24;0.4300
20131217;25;36;0.4500
20131217;37;48;0.4700
20131217;49;60;0.4800
20131217;61;72;0.4900
20131217;73;84;0.5000
20131217;85;96;0.5100
20131217;109;120;0.5200
20131217;133;144;0.5300
20131217;169;180;0.5400
20131218;1;12;0.4200
20131218;13;24;0.4300
20131218;25;36;0.4500
20131218;37;48;0.4700
20131218;49;60;0.4800
20131218;61;72;0.4900
20131218;73;84;0.5000
20131218;85;96;0.5100
20131218;109;120;0.5200
20131218;133;144;0.5300
20131218;169;180;0.5400
20131219;1;12;0.4200
20131219;13;24;0.4300
20131219;25;36;0.4500
20131219;37;48;0.4700
20131219;49;60;0.4800
20131219;61;72;0.4900
20131219;73;84;0.5000
20131219;85;96;0.5100
20131219;109;120;0.5200
20131219;133;144;0.5300
20131219;169;180;0.5400
20131220;1;12;0.4200
20131220;13;24;0.4400
20131220;25;36;0.4600
20131220;37;48;0.4700
20131220;49;60;0.4800
20131220;61;72;0.4900
20131220;73;84;0.5000
20131220;85;96;0.5100
20131220;109;120;0.5200
20131220;133;144;0.5300
20131220;169;180;0.5400
20131223;1;12;0.4200
20131223;13;24;0.4400
20131223;25;36;0.4600
20131223;37;48;0.4800
20131223;49;60;0.4900
20131223;61;72;0.5000
20131223;73;84;0.5100
20131223;85;96;0.5200
20131223;109;120;0.5300
20131223;133;144;0.5400
20131223;169;180;0.5500
20131224;1;12;0.4200
20131224;13;24;0.4400
20131224;25;36;0.4600
20131224;37;48;0.4800
20131224;49;60;0.4900
20131224;61;72;0.5000
20131224;73;84;0.5100
20131224;85;96;0.5200
20131224;109;120;0.5300
20131224;133;144;0.5400
20131224;169;180;0.5500
20131226;1;12;0.4200
20131226;13;24;0.4400
20131226;25;36;0.4600
20131226;37;48;0.4800
20131226;49;60;0.4900
20131226;61;72;0.5000
20131226;73;84;0.5100
20131226;85;96;0.5200
20131226;109;120;0.5300
20131226;133;144;0.5400
20131226;169;180;0.5500
20131227;1;12;0.4200
20131227;13;24;0.4400
20131227;25;36;0.4600
20131227;37;48;0.4800
20131227;49;60;0.4900
20131227;61;72;0.5000
20131227;73;84;0.5100
20131227;85;96;0.5200
20131227;109;120;0.5300
20131227;133;144;0.5400
20131227;169;180;0.5500
20131230;1;12;0.4200
20131230;13;24;0.4400
20131230;25;36;0.4600
20131230;37;48;0.4800
20131230;49;60;0.4900
20131230;61;72;0.5000
20131230;73;84;0.5100
20131230;85;96;0.5200
20131230;109;120;0.5300
20131230;133;144;0.5400
20131230;169;180;0.5500
20140102;1;12;0.4200
20140102;13;24;0.4400
20140102;25;36;0.4600
20140102;37;48;0.4800
20140102;49;60;0.4900
20140102;61;72;0.5000
20140102;73;84;0.5100
20140102;85;96;0.5200
20140102;109;120;0.5300
20140102;133;144;0.5400
20140102;169;180;0.5500
20140103;1;12;0.4200
20140103;13;24;0.4400
20140103;25;36;0.4600
20140103;37;48;0.4800
20140103;49;60;0.4900
20140103;61;72;0.5000
20140103;73;84;0.5100
20140103;85;96;0.5200
20140103;109;120;0.5300
20140103;133;144;0.5400
20140103;169;180;0.5500
20140106;1;12;0.4200
20140106;13;24;0.4400
20140106;25;36;0.4700
20140106;37;48;0.4800
20140106;49;60;0.4900
20140106;61;72;0.5000
20140106;73;84;0.5100
20140106;85;96;0.5200
20140106;109;120;0.5400
20140106;133;144;0.5500
20140106;169;180;0.5600
20140107;1;12;0.4200
20140107;13;24;0.4400
20140107;25;36;0.4700
20140107;37;48;0.4800
20140107;49;60;0.4900
20140107;61;72;0.5000
20140107;73;84;0.5100
20140107;85;96;0.5200
20140107;109;120;0.5400
20140107;133;144;0.5500
20140107;169;180;0.5600
20140108;1;12;0.4200
20140108;13;24;0.4400
20140108;25;36;0.4600
20140108;37;48;0.4800
20140108;49;60;0.4900
20140108;61;72;0.5000
20140108;73;84;0.5100
20140108;85;96;0.5200
20140108;109;120;0.5300
20140108;133;144;0.5400
20140108;169;180;0.5500
20140109;1;12;0.4100
20140109;13;24;0.4300
20140109;25;36;0.4600
20140109;37;48;0.4800
20140109;49;60;0.4900
20140109;61;72;0.5000
20140109;73;84;0.5100
20140109;85;96;0.5200
20140109;109;120;0.5300
20140109;133;144;0.5400
20140109;169;180;0.5500
20140110;1;12;0.4100
20140110;13;24;0.4300
20140110;25;36;0.4600
20140110;37;48;0.4800
20140110;49;60;0.4900
20140110;61;72;0.5000
20140110;73;84;0.5100
20140110;85;96;0.5200
20140110;109;120;0.5300
20140110;133;144;0.5400
20140110;169;180;0.5500
20140113;1;12;0.4100
20140113;13;24;0.4300
20140113;25;36;0.4600
20140113;37;48;0.4800
20140113;49;60;0.4900
20140113;61;72;0.5000
20140113;73;84;0.5100
20140113;85;96;0.5200
20140113;109;120;0.5300
20140113;133;144;0.5400
20140113;169;180;0.5500
20140114;1;12;0.4100
20140114;13;24;0.4300
20140114;25;36;0.4600
20140114;37;48;0.4800
20140114;49;60;0.4900
20140114;61;72;0.5000
20140114;73;84;0.5100
20140114;85;96;0.5200
20140114;109;120;0.5300
20140114;133;144;0.5400
20140114;169;180;0.5500
20140115;1;12;0.4100
20140115;13;24;0.4300
20140115;25;36;0.4600
20140115;37;48;0.4800
20140115;49;60;0.4900
20140115;61;72;0.5000
20140115;73;84;0.5100
20140115;85;96;0.5200
20140115;109;120;0.5300
20140115;133;144;0.5400
20140115;169;180;0.5500
20140116;1;12;0.4100
20140116;13;24;0.4300
20140116;25;36;0.4600
20140116;37;48;0.4800
20140116;49;60;0.4900
20140116;61;72;0.5000
20140116;73;84;0.5100
20140116;85;96;0.5200
20140116;109;120;0.5300
20140116;133;144;0.5400
20140116;169;180;0.5500
20140117;1;12;0.4100
20140117;13;24;0.4300
20140117;25;36;0.4600
20140117;37;48;0.4800
20140117;49;60;0.4900
20140117;61;72;0.5000
20140117;73;84;0.5100
20140117;85;96;0.5200
20140117;109;120;0.5300
20140117;133;144;0.5400
20140117;169;180;0.5500
20140120;1;12;0.4100
20140120;13;24;0.4300
20140120;25;36;0.4600
20140120;37;48;0.4800
20140120;49;60;0.4900
20140120;61;72;0.5000
20140120;73;84;0.5100
20140120;85;96;0.5200
20140120;109;120;0.5300
20140120;133;144;0.5400
20140120;169;180;0.5500
20140121;1;12;0.4100
20140121;13;24;0.4300
20140121;25;36;0.4600
20140121;37;48;0.4800
20140121;49;60;0.4900
20140121;61;72;0.5000
20140121;73;84;0.5100
20140121;85;96;0.5200
20140121;109;120;0.5300
20140121;133;144;0.5400
20140121;169;180;0.5500
20140122;1;12;0.4000
20140122;13;24;0.4300
20140122;25;36;0.4500
20140122;37;48;0.4700
20140122;49;60;0.4800
20140122;61;72;0.4900
20140122;73;84;0.5000
20140122;85;96;0.5100
20140122;109;120;0.5300
20140122;133;144;0.5400
20140122;169;180;0.5500
20140123;1;12;0.4000
20140123;13;24;0.4300
20140123;25;36;0.4500
20140123;37;48;0.4700
20140123;49;60;0.4800
20140123;61;72;0.4900
20140123;73;84;0.5000
20140123;85;96;0.5100
20140123;109;120;0.5300
20140123;133;144;0.5400
20140123;169;180;0.5500
20140124;1;12;0.4000
20140124;13;24;0.4300
20140124;25;36;0.4500
20140124;37;48;0.4700
20140124;49;60;0.4800
20140124;61;72;0.4900
20140124;73;84;0.5000
20140124;85;96;0.5100
20140124;109;120;0.5300
20140124;133;144;0.5400
20140124;169;180;0.5500
20140127;1;12;0.4000
20140127;13;24;0.4300
20140127;25;36;0.4500
20140127;37;48;0.4700
20140127;49;60;0.4800
20140127;61;72;0.4900
20140127;73;84;0.5000
20140127;85;96;0.5100
20140127;109;120;0.5300
20140127;133;144;0.5400
20140127;169;180;0.5500
20140128;1;12;0.4000
20140128;13;24;0.4200
20140128;25;36;0.4500
20140128;37;48;0.4700
20140128;49;60;0.4800
20140128;61;72;0.4900
20140128;73;84;0.5000
20140128;85;96;0.5100
20140128;109;120;0.5200
20140128;133;144;0.5300
20140128;169;180;0.5400
20140129;1;12;0.4000
20140129;13;24;0.4200
20140129;25;36;0.4500
20140129;37;48;0.4700
20140129;49;60;0.4800
20140129;61;72;0.4900
20140129;73;84;0.5000
20140129;85;96;0.5100
20140129;109;120;0.5200
20140129;133;144;0.5300
20140129;169;180;0.5400
20140130;1;12;0.4000
20140130;13;24;0.4200
20140130;25;36;0.4500
20140130;37;48;0.4700
20140130;49;60;0.4800
20140130;61;72;0.4900
20140130;73;84;0.5000
20140130;85;96;0.5100
20140130;109;120;0.5200
20140130;133;144;0.5300
20140130;169;180;0.5400
20140131;1;12;0.4000
20140131;13;24;0.4200
20140131;25;36;0.4500
20140131;37;48;0.4700
20140131;49;60;0.4800
20140131;61;72;0.4900
20140131;73;84;0.5000
20140131;85;96;0.5100
20140131;109;120;0.5200
20140131;133;144;0.5300
20140131;169;180;0.5400
20140203;1;12;0.4000
20140203;13;24;0.4200
20140203;25;36;0.4500
20140203;37;48;0.4700
20140203;49;60;0.4800
20140203;61;72;0.4900
20140203;73;84;0.5000
20140203;85;96;0.5100
20140203;109;120;0.5200
20140203;133;144;0.5300
20140203;169;180;0.5400
20140204;1;12;0.4000
20140204;13;24;0.4200
20140204;25;36;0.4500
20140204;37;48;0.4700
20140204;49;60;0.4800
20140204;61;72;0.4900
20140204;73;84;0.5000
20140204;85;96;0.5100
20140204;109;120;0.5200
20140204;133;144;0.5300
20140204;169;180;0.5400
20140205;1;12;0.4000
20140205;13;24;0.4200
20140205;25;36;0.4500
20140205;37;48;0.4700
20140205;49;60;0.4800
20140205;61;72;0.4900
20140205;73;84;0.5000
20140205;85;96;0.5100
20140205;109;120;0.5200
20140205;133;144;0.5300
20140205;169;180;0.5400
20140206;1;12;0.4000
20140206;13;24;0.4200
20140206;25;36;0.4500
20140206;37;48;0.4700
20140206;49;60;0.4800
20140206;61;72;0.4900
